region,annual_rainfall_mm,seasonal_rainfall_mm,cloud_visibility_km,humidity_percent,temperature_c,days_continuous_rainfall,river_discharge_cumecs,flood_occurred
Varanasi,1421.1,1039.5,5.93,66.6,29.9,2.8,2645.2,1
Patna,2203.2,1557.0,5.99,69.0,23.6,6.0,4365.2,1
Varanasi,2087.4,1114.2,7.91,57.9,30.6,4.8,3949.5,0
Guwahati,1760.4,1365.0,7.85,51.2,34.8,2.7,3276.2,0
Chennai,1513.1,730.8,7.31,69.3,24.0,2.8,2195.3,0
Surat,1898.5,1359.4,6.38,63.6,23.8,5.7,4334.7,1
Kochi,2157.7,1394.5,6.23,56.4,33.8,4.1,3625.1,0
Kurnool,3140.2,1766.8,4.8,73.6,23.7,4.8,5246.8,1
Lucknow,2410.6,1960.6,5.87,75.3,32.4,6.0,4993.2,1
Kochi,2434.4,1288.2,6.98,71.3,29.2,2.7,3912.9,1
Bhubaneswar,3807.5,3312.0,2.16,91.7,27.3,13.7,8558.8,1
Surat,2135.4,1810.9,5.79,65.9,34.9,4.6,4893.8,1
Kochi,2115.0,1295.0,7.24,61.5,32.7,5.1,3668.5,1
Varanasi,2257.6,1325.9,7.16,65.1,30.1,4.1,3628.7,1
Kurnool,1144.2,585.7,7.25,65.2,20.4,0.7,2106.9,0
Lucknow,1511.5,1303.4,7.53,54.2,31.8,7.5,4361.2,1
Lucknow,1471.0,1077.3,7.34,65.5,24.7,3.6,3386.7,0
Kochi,2220.9,1031.2,6.69,69.9,28.1,2.4,2236.9,1
Patna,1686.8,1146.9,7.16,70.7,29.0,2.6,3282.6,0
Kurnool,1889.8,923.4,7.79,67.6,36.6,4.0,2682.3,0
Kolkata,2506.8,1775.3,6.67,77.5,28.0,8.1,4747.5,1
Kolkata,2361.0,1603.2,4.72,53.0,23.3,8.4,4870.9,1
Patna,1694.9,825.9,9.09,72.2,34.9,2.7,3284.6,0
Kurnool,1364.5,1115.0,7.0,67.1,31.9,3.6,3144.3,0
Guwahati,2537.9,1441.7,5.68,76.1,32.1,5.5,4842.4,1
Kurnool,2303.0,1597.5,5.29,62.4,35.0,6.1,3971.5,1
Varanasi,755.9,557.6,7.14,49.5,35.9,0.5,2353.4,0
Varanasi,1596.4,1409.7,4.39,78.5,25.4,8.0,4473.7,1
Guwahati,1907.6,1282.3,7.34,61.1,23.4,4.7,3754.4,0
Lucknow,2306.2,1989.8,7.17,71.2,32.4,8.3,5928.4,1
Guwahati,2391.6,1458.1,4.42,71.4,28.0,6.1,3905.8,1
Kochi,1984.5,1658.8,4.7,74.7,28.3,6.8,5115.0,1
Chennai,2180.4,1212.6,7.58,72.5,24.5,2.4,3185.5,0
Lucknow,1841.7,1415.1,6.25,69.2,31.3,5.1,3704.1,1
Varanasi,1362.0,667.2,8.91,54.7,30.6,7.0,2307.8,0
Kurnool,1630.2,1456.9,6.09,72.4,28.4,8.5,5071.0,1
Guwahati,1812.3,1593.5,5.25,73.8,23.4,6.1,4855.4,1
Patna,1777.5,1153.6,6.64,54.6,33.8,3.4,3098.7,0
Kochi,574.4,393.9,5.99,67.1,30.0,0.0,1727.2,0
Kolkata,1541.6,1108.4,5.73,50.1,33.5,3.0,3208.4,0
Lucknow,1836.5,1053.7,8.16,70.8,20.6,3.7,2994.9,0
Kochi,1617.1,1218.5,8.05,62.2,29.2,3.8,3832.9,0
Kolkata,1639.6,1253.2,8.21,70.6,26.1,4.0,3291.0,1
Surat,2117.2,1453.0,6.69,71.2,29.1,6.5,3319.9,1
Chennai,1098.7,567.4,5.73,59.9,32.8,0.1,1932.0,0
Surat,741.8,640.6,7.35,63.5,30.5,2.9,2323.8,0
Guwahati,1573.7,789.6,9.17,61.6,29.1,2.6,2300.9,0
Kolkata,2296.7,1683.8,7.47,74.5,29.1,4.3,3994.1,1
Kurnool,2896.9,1438.0,7.74,81.1,22.8,8.6,3791.6,1
Guwahati,2308.4,1190.5,6.54,57.7,25.4,5.8,3495.0,0
Patna,845.6,388.3,7.18,39.4,33.5,0.0,1148.9,0
Patna,1649.0,1011.7,7.16,61.7,27.0,4.7,3570.7,0
Guwahati,1966.8,1451.1,6.23,65.2,33.6,2.5,3916.1,0
Kurnool,1915.4,1311.5,8.25,64.6,32.3,3.4,3377.9,1
Bhubaneswar,2150.5,1620.5,6.08,64.1,32.5,8.5,4949.2,1
Kolkata,1203.9,907.5,7.46,68.5,30.3,4.0,2869.4,0
Guwahati,1842.2,945.2,7.44,55.3,27.3,4.0,2869.6,0
Patna,2073.2,986.4,7.71,66.6,28.4,5.5,3219.4,0
Chennai,2336.7,1709.1,6.32,74.3,31.6,7.4,5474.7,1
Kolkata,1276.3,949.5,6.55,65.5,20.5,2.9,3115.7,0
Bhubaneswar,1575.6,1103.8,5.84,67.9,34.0,5.9,3372.0,1
Lucknow,300.0,168.2,10.0,62.2,27.0,0.0,1460.3,0
Chennai,1396.0,1137.6,5.12,65.6,28.7,2.8,3525.1,1
Surat,1459.1,706.3,9.7,59.3,28.7,2.4,2459.1,0
Guwahati,1137.3,835.4,5.51,65.5,28.8,4.1,2666.9,0
Varanasi,1907.6,961.8,6.68,67.3,23.7,2.8,2713.6,0
Varanasi,1763.6,1313.0,7.6,72.2,29.6,1.2,2876.1,0
Kurnool,331.5,211.5,9.02,46.6,31.4,0.0,1252.9,0
Lucknow,1940.1,1500.0,4.66,67.5,20.8,5.3,3891.8,1
Kurnool,1196.6,566.6,8.69,53.7,23.8,1.1,1776.8,0
Lucknow,2115.7,1480.5,6.22,71.8,32.6,3.5,4139.9,1
Varanasi,966.8,498.1,8.13,63.9,31.8,0.0,2371.4,0
Guwahati,1819.5,1377.5,5.69,65.8,30.2,5.3,4060.2,0
Surat,1615.9,814.4,7.62,58.0,26.3,5.6,2890.5,0
Guwahati,1997.0,964.8,6.68,67.3,31.9,3.8,2980.7,0
Chennai,1881.1,1450.1,8.89,67.3,24.2,7.9,4811.6,0
Kolkata,1634.1,782.1,7.46,70.6,28.5,2.1,2613.1,0
Kurnool,801.4,441.6,8.09,69.6,23.8,2.5,1970.8,0
Kochi,839.8,689.6,7.34,67.3,28.4,5.2,2771.4,0
Kolkata,1420.5,1156.8,8.84,66.9,24.9,3.9,2775.8,0
Kochi,1794.6,1497.4,4.31,79.5,32.0,5.5,4308.7,1
Guwahati,1404.6,838.2,8.0,64.0,30.7,2.3,2233.3,0
Surat,2206.4,1517.2,5.8,65.9,26.7,6.7,4490.5,1
Chennai,1618.5,1291.6,5.01,62.6,33.4,6.5,3608.9,1
Bhubaneswar,1172.7,600.0,7.24,56.2,25.2,2.9,2461.7,0
Kochi,1619.2,1256.5,7.0,66.3,28.9,4.1,3491.7,0
Kolkata,1946.8,961.5,6.37,66.5,26.5,0.5,2130.6,0
Chennai,2011.2,1731.5,5.86,62.2,32.0,6.2,4541.7,1
Patna,3020.9,2225.8,6.36,72.5,31.6,7.7,6610.5,1
Kolkata,1365.2,917.4,7.61,64.6,34.2,3.8,1997.6,0
Kolkata,1752.2,1170.7,5.25,69.5,29.3,4.5,3510.9,1
Surat,2077.0,1104.1,6.07,64.8,17.2,7.1,3240.7,1
Kurnool,1784.8,1081.0,6.74,66.3,27.3,2.5,3599.4,0
Chennai,1474.6,1146.1,6.52,58.0,35.3,1.0,3309.7,0
Chennai,793.0,549.9,8.42,54.5,27.7,0.0,1864.1,0
Guwahati,1468.0,1010.2,7.56,63.8,21.3,2.4,3272.6,0
Bhubaneswar,1102.1,592.8,10.0,63.4,30.8,4.3,2482.2,0
Varanasi,677.7,515.5,8.33,61.1,31.1,0.0,1730.4,0
Guwahati,1282.8,803.6,6.41,57.2,26.1,0.6,2077.0,0
Lucknow,1119.4,595.8,9.42,59.0,28.0,3.0,2086.4,0
Guwahati,2179.5,1906.4,6.57,81.3,25.6,8.6,5078.6,1
Lucknow,2190.7,1485.4,6.39,71.7,31.1,2.3,3751.9,1
Surat,1212.5,833.7,7.34,61.6,29.2,0.0,1543.9,0
Kurnool,1630.9,1454.1,6.89,62.0,24.3,3.7,4272.7,1
Kolkata,592.1,364.1,8.44,54.0,29.0,2.6,2550.2,0
Guwahati,1478.7,1292.9,4.31,66.8,26.1,5.0,3550.8,1
Chennai,2059.3,1570.7,6.56,70.9,34.8,4.2,4600.2,1
Guwahati,2336.2,1716.9,6.59,73.9,32.6,7.7,4760.7,1
Kolkata,1336.5,742.4,9.4,64.1,28.5,2.9,2248.1,0
Lucknow,2483.7,1175.5,6.03,63.4,29.3,4.0,3248.5,1
Varanasi,814.8,527.2,8.55,56.7,33.1,0.0,1783.2,0
Surat,989.0,449.6,8.75,71.4,28.3,0.1,1331.3,0
Surat,2261.3,1089.8,7.13,61.5,32.0,7.9,3947.7,1
Bhubaneswar,2886.2,2072.0,4.93,66.0,34.9,6.8,5142.1,1
Lucknow,2120.7,1645.7,5.81,60.1,27.0,4.0,3818.9,1
Varanasi,1773.8,932.3,7.62,61.3,35.6,2.6,2783.7,0
Kurnool,373.1,290.9,9.66,63.3,34.4,1.3,1201.1,0
Bhubaneswar,485.4,425.9,9.88,55.4,30.0,3.3,1832.8,0
Guwahati,1884.1,1478.0,5.32,77.3,27.2,6.6,4230.3,1
Patna,1567.3,1258.7,6.46,66.4,29.9,3.2,2914.7,0
Varanasi,1081.2,827.5,7.16,69.2,28.0,5.5,3537.9,0
Patna,1842.6,1015.5,6.58,59.7,25.8,5.3,3590.0,0
Lucknow,1874.8,1148.2,5.12,60.9,31.1,3.3,3007.0,1
Surat,2413.9,2117.4,4.73,74.7,24.9,7.4,5493.5,1
Patna,1888.8,1412.0,6.83,70.7,27.6,6.3,4353.9,1
Kochi,2598.5,2091.9,4.59,72.9,27.7,9.7,5816.4,1
Chennai,1805.2,1599.2,5.87,71.2,23.5,2.8,4761.4,1
Lucknow,1725.0,955.9,7.8,67.2,31.6,3.6,2857.7,0
Bhubaneswar,2491.8,1482.0,7.7,59.9,28.1,5.3,4580.1,1
Kolkata,1164.0,861.6,7.09,60.8,34.2,2.0,2054.6,0
Varanasi,3629.4,1673.0,4.42,67.0,28.0,4.9,3928.3,1
Lucknow,2043.9,1445.1,6.13,65.3,27.4,7.3,4956.4,1
Bhubaneswar,2047.5,1666.5,7.8,72.5,25.4,7.1,4479.8,1
Patna,2141.3,1551.8,4.71,66.0,29.2,9.8,4306.6,1
Surat,3020.1,1760.5,6.23,58.9,29.2,5.2,4578.6,1
Guwahati,2315.1,1796.2,6.71,69.9,32.0,6.8,5352.6,1
Kochi,756.7,390.2,6.01,52.1,29.3,2.0,1441.0,0
Kolkata,2712.3,2312.6,4.71,78.9,37.4,10.2,6166.6,1
Surat,1578.4,782.0,8.39,66.9,30.8,5.6,2131.8,0
Guwahati,1869.7,1567.8,5.66,56.2,25.1,5.9,4138.7,1
Bhubaneswar,968.5,652.8,7.31,56.3,24.7,0.2,2394.9,0
Kolkata,2142.0,1377.1,5.73,69.6,31.1,3.6,3393.2,1
Varanasi,1376.6,929.6,7.03,55.0,24.9,3.7,2403.0,0
Patna,1865.1,1007.3,6.89,68.8,31.4,5.9,3010.2,1
Surat,1615.3,1059.6,6.56,70.9,32.6,0.9,2577.0,1
Chennai,3051.3,2539.8,3.37,77.0,32.7,6.9,6501.0,1
Patna,3088.5,2503.0,5.14,73.0,25.5,10.6,6727.3,1
Patna,1830.2,957.9,5.99,49.8,32.7,0.9,2859.4,0
Patna,1841.6,1386.8,4.44,72.4,30.3,2.8,3640.5,1
Kolkata,1557.3,1301.2,7.88,78.8,26.6,7.0,3732.8,0
Lucknow,2518.9,2062.7,4.62,84.5,28.4,7.0,5046.1,1
Varanasi,1586.2,1017.6,6.77,63.0,30.9,3.1,3175.6,0
Varanasi,1526.1,719.8,7.75,55.0,26.3,5.3,3372.6,0
Kolkata,2436.1,2117.0,4.94,79.2,30.2,5.5,4899.7,1
Guwahati,1450.1,910.9,6.86,62.5,34.8,0.8,2125.1,0
Varanasi,1775.5,1087.4,7.59,67.7,32.9,7.2,3166.7,0
Kurnool,772.1,611.4,7.06,62.4,29.3,2.7,2554.9,0
Surat,2257.7,1284.2,6.26,67.2,29.9,6.0,3816.1,0
Chennai,3061.6,2527.7,1.34,84.1,26.8,8.5,6596.5,1
Kochi,2268.8,1098.6,8.3,71.3,27.0,3.8,3026.4,0
Guwahati,2750.2,2154.3,4.43,71.4,22.9,6.4,5692.7,1
Guwahati,1250.0,1105.8,7.73,59.5,30.0,4.6,3232.5,0
Varanasi,1953.6,1754.5,6.05,55.9,31.7,8.0,4302.6,1
Kochi,1186.9,1027.6,7.78,62.2,28.7,4.1,3512.6,0
Kochi,1652.0,1390.7,6.34,61.0,25.5,7.2,4148.0,1
Kolkata,2301.9,1324.8,6.93,69.5,29.3,6.1,3795.4,1
Guwahati,1866.2,1651.6,4.7,67.9,34.4,3.9,4351.8,1
Kolkata,881.8,765.0,6.48,60.6,32.6,2.5,1897.2,0
Kolkata,945.2,652.7,7.91,65.8,28.9,1.5,2323.2,0
Chennai,902.2,569.3,7.46,62.5,37.2,3.6,2014.7,0
Guwahati,2119.4,1058.0,8.67,63.9,39.8,4.8,3212.7,0
Guwahati,3141.5,2248.7,4.82,85.5,27.1,8.4,6311.6,1
Patna,2685.6,2055.1,4.06,78.0,28.0,9.5,5892.9,1
Chennai,567.6,358.6,8.39,55.8,31.8,0.0,1375.0,0
Guwahati,2723.7,1723.3,5.74,68.4,25.3,5.0,4466.1,1
Surat,2408.7,1705.3,5.56,75.2,32.4,5.1,3462.4,1
Guwahati,795.6,367.9,8.97,59.5,29.4,1.8,1353.9,0
Chennai,1602.9,1412.2,6.38,61.1,30.5,6.2,4155.6,1
Kurnool,2512.1,1458.2,4.67,73.6,26.7,5.3,3752.7,1
Lucknow,2157.8,1107.8,4.63,72.6,25.8,1.4,2429.6,1
Kurnool,949.1,429.4,8.12,66.0,21.1,2.4,2049.4,0
Guwahati,2197.0,1835.8,5.96,80.9,34.9,6.9,5455.9,1
Guwahati,410.6,344.3,8.32,70.5,32.8,0.0,1131.2,0
Varanasi,1655.2,815.8,9.01,72.8,31.7,2.4,2902.3,0
Kurnool,2539.7,1316.8,6.47,69.0,30.4,5.5,4122.6,1
Surat,1812.0,1180.6,8.32,64.4,19.8,7.6,3444.4,0
Chennai,1475.7,787.4,8.98,51.2,26.0,0.7,2007.2,0
Chennai,2378.1,1857.6,6.45,71.9,28.0,8.3,5862.1,1
Bhubaneswar,2433.6,1158.7,5.55,68.6,24.7,2.0,2684.2,1
Varanasi,2651.5,1849.1,5.33,72.0,22.2,4.2,4383.8,1
Kochi,2368.3,1473.7,7.51,57.0,25.1,2.9,4588.9,1
Varanasi,2502.9,1650.0,6.06,68.2,29.2,7.2,4405.0,1
Kochi,2276.4,1459.5,6.8,72.1,29.2,5.5,4634.0,1
Kolkata,1972.6,1023.6,5.66,58.1,32.6,3.1,2603.2,0
Chennai,1858.2,1020.4,9.3,65.2,37.3,4.6,3245.5,0
Lucknow,1645.8,788.6,6.84,64.7,31.7,2.9,3006.5,0
Varanasi,1012.0,507.9,6.16,66.3,28.3,2.1,1774.5,0
Lucknow,1179.0,1049.4,6.74,74.8,36.2,3.2,3112.3,0
Varanasi,1616.7,931.1,4.7,61.2,22.7,1.3,2931.9,0
Chennai,1956.9,1151.0,5.7,66.5,20.7,7.6,3417.4,1
Kurnool,2736.5,1388.0,9.17,68.9,25.5,7.8,5134.0,1
Surat,1772.8,1400.2,5.91,71.6,32.2,8.3,4725.9,1
Guwahati,2452.3,2123.3,3.12,77.5,29.7,6.6,5272.8,1
Varanasi,2501.6,2014.7,4.97,81.8,24.5,5.9,5044.9,1
Patna,1649.6,1197.0,5.8,51.9,26.1,3.5,4140.4,0
Patna,2186.5,1784.1,6.41,73.7,24.0,8.6,4903.0,1
Patna,1641.7,1037.4,6.17,67.3,24.0,3.8,2929.5,1
Bhubaneswar,2659.4,2225.3,4.76,73.7,35.2,7.0,6101.2,1
Chennai,2213.3,1791.3,4.18,57.6,28.4,7.2,4330.3,1
Kolkata,1026.2,462.6,10.0,58.8,36.1,0.2,1625.7,0
Surat,1905.0,1275.4,7.17,62.3,25.4,1.9,3358.6,0
Patna,2871.3,1634.0,5.64,79.9,31.0,6.2,4201.1,1
Kurnool,1682.2,822.3,7.32,64.7,29.9,1.9,1887.5,0
Kurnool,2091.0,1737.2,4.96,66.0,32.5,6.3,4706.6,1
Kochi,2154.8,977.4,6.45,51.5,30.0,0.0,2834.6,0
Kolkata,1126.2,876.8,6.65,66.5,32.9,1.4,2273.8,0
Chennai,2132.0,1907.4,7.03,76.5,31.2,6.8,4580.0,1
Varanasi,894.0,596.2,7.54,59.1,24.6,0.0,2375.6,0
Guwahati,1393.3,859.8,5.21,66.4,31.9,0.2,2576.9,0
Kurnool,2499.2,1806.0,4.13,69.3,28.6,6.6,4700.6,1
Varanasi,2031.9,1650.1,6.78,76.4,25.9,7.4,5024.4,1
Guwahati,1602.1,894.1,7.2,69.1,31.8,1.5,2680.9,0
Kurnool,2090.2,1176.4,6.69,55.8,32.7,3.7,4081.8,1
Surat,1760.9,1273.6,7.9,58.2,27.1,4.1,3854.5,0
Kolkata,1808.2,1578.4,5.07,81.5,27.6,2.6,3396.6,1
Bhubaneswar,2226.9,1301.2,7.25,72.4,23.5,7.1,3728.5,0
Kurnool,1327.2,822.3,6.9,54.9,21.8,2.6,2349.3,0
Varanasi,1826.2,1638.1,6.42,60.4,28.0,5.6,4543.3,0
Varanasi,1597.0,845.3,7.16,63.9,32.2,3.8,2657.2,0
Varanasi,769.4,372.9,8.39,51.5,26.7,0.0,1020.2,0
Kolkata,1201.7,859.7,8.46,60.9,34.7,5.0,3177.7,0
Patna,2819.3,1299.5,7.38,66.5,28.2,6.8,4356.3,1
Kolkata,2050.1,1089.0,6.85,64.3,28.2,4.2,3226.3,0
Kochi,939.7,686.0,7.43,68.0,27.8,3.4,2527.7,0
Varanasi,798.8,596.5,9.91,71.4,32.9,1.5,1667.8,0
Chennai,1727.1,1173.9,7.49,62.8,25.2,6.0,3421.6,1
Lucknow,2814.8,1752.7,5.1,64.1,28.5,4.7,4326.8,1
Bhubaneswar,1678.6,1190.6,6.09,68.1,26.8,4.2,3676.4,0
Bhubaneswar,2649.5,1959.4,6.19,82.5,26.8,7.2,5287.8,1
Bhubaneswar,2028.8,1646.5,5.9,67.5,29.1,5.9,4338.4,1
Lucknow,2106.3,1699.2,5.47,75.5,28.5,8.3,4706.3,1
Lucknow,931.8,698.1,8.05,56.3,33.2,6.9,2098.0,0
Guwahati,2409.4,2053.8,5.22,73.7,29.0,7.2,6005.7,1
Varanasi,1582.3,1308.7,6.47,59.9,31.2,5.7,3003.5,0
Chennai,2361.0,1204.0,8.1,66.0,29.7,2.8,3466.9,0
Kochi,1270.8,1118.9,8.35,64.4,34.6,6.1,3563.3,0
Chennai,1915.1,1630.3,6.39,73.4,27.8,4.9,4212.9,1
Kolkata,2028.8,1206.0,8.28,76.6,27.8,10.7,4246.6,1
Varanasi,1699.9,780.4,7.74,59.7,32.0,0.0,1939.5,0
Varanasi,2063.0,1489.0,6.89,56.5,27.7,9.7,4904.2,1
Surat,1626.8,1053.0,8.22,63.3,31.0,5.8,2865.8,0
Lucknow,1378.1,1085.0,8.16,66.6,38.4,1.7,3086.5,0
Kochi,2843.6,1950.9,6.09,73.9,25.1,11.7,5445.4,1
Bhubaneswar,2481.8,1202.2,7.47,64.9,35.1,2.5,3093.2,1
Bhubaneswar,1305.4,731.2,10.0,70.5,27.0,2.0,2198.6,0
Patna,2169.5,1837.9,4.74,72.5,34.4,4.1,4529.9,1
Patna,1317.3,615.1,7.94,59.9,31.7,1.9,2340.3,0
Kurnool,1030.0,804.9,7.44,57.6,31.4,2.8,2571.8,0
Guwahati,2472.0,1437.1,5.84,57.5,28.4,6.9,4584.1,1
Surat,692.3,452.6,6.29,61.1,28.0,6.5,2814.6,0
Surat,2402.5,1655.2,7.26,71.5,26.1,5.0,4499.4,1
Guwahati,1635.7,920.2,6.29,57.0,29.0,0.0,2729.3,0
Surat,1662.5,1235.9,6.89,65.9,28.3,5.8,4527.5,0
Bhubaneswar,2066.3,1574.7,4.37,68.4,29.8,4.6,3621.6,1
Patna,2177.8,1063.4,7.77,60.9,23.4,7.5,4043.3,1
Kochi,1262.9,780.8,6.87,57.3,29.1,2.8,3154.6,0
Kochi,2266.5,1779.2,4.22,73.5,34.1,4.9,4767.3,1
Chennai,1873.7,1451.6,6.43,66.8,32.8,3.2,4562.6,1
Kochi,983.6,683.6,7.18,57.6,29.1,3.7,3186.8,0
Lucknow,1689.6,1351.6,5.81,62.1,39.2,4.3,3619.6,1
Kochi,2697.8,1344.7,6.64,66.4,26.7,7.8,4053.2,1
Surat,2889.8,1454.1,7.09,73.7,28.7,4.8,4211.4,1
Kochi,2266.3,1690.3,4.77,71.6,23.2,9.0,4667.4,1
Guwahati,1026.3,782.0,6.64,60.7,27.4,0.1,3300.9,0
Bhubaneswar,2118.9,1730.2,5.61,72.5,36.2,2.8,4564.8,1
Patna,2353.1,1250.6,7.26,74.5,27.5,6.2,3812.4,1
Patna,2271.7,1550.5,7.6,72.0,22.9,4.7,3589.6,1
Lucknow,2310.2,1726.6,4.41,72.2,32.5,5.7,4696.1,1
Kolkata,2036.1,1121.2,6.61,69.0,30.6,2.0,2588.5,1
Bhubaneswar,1752.9,1196.6,8.08,64.9,32.3,2.2,3517.6,0
Kolkata,1404.6,1035.6,9.33,65.5,27.8,5.0,2266.0,0
Varanasi,566.3,309.5,7.71,54.9,25.0,1.1,2040.6,0
Surat,2020.8,1250.9,5.85,57.0,28.3,2.4,3171.3,0
Lucknow,1920.9,1051.4,7.54,66.6,31.2,5.4,2662.8,0
Kochi,2162.4,1851.7,4.67,73.9,28.7,9.1,5213.7,1
Surat,930.6,517.9,7.49,58.0,30.6,1.7,1938.1,0
Chennai,2219.3,1119.3,7.23,71.4,26.9,6.1,3516.5,1
Kolkata,3135.5,1460.6,7.9,63.9,30.7,3.3,4375.5,1
Varanasi,1851.0,870.4,6.09,52.3,29.0,4.3,3036.0,0
Surat,1759.9,943.7,9.01,59.4,26.2,3.7,3266.2,0
Bhubaneswar,2000.9,1448.0,5.59,58.9,29.6,3.7,3746.5,0
Patna,3121.0,1429.2,6.64,70.0,27.5,9.3,4657.6,1
Varanasi,1134.6,657.0,9.76,56.4,31.5,2.8,1800.7,0
Chennai,1932.1,920.0,7.77,69.2,32.5,2.2,2817.5,0
Chennai,1280.2,808.6,7.34,68.1,31.0,3.0,2308.6,0
Lucknow,1444.4,681.6,8.75,55.6,22.5,0.7,2642.3,0
Bhubaneswar,1767.8,1278.8,6.41,61.7,25.1,2.3,3410.4,0
Kurnool,2675.8,2033.0,5.47,76.6,26.5,6.5,5500.7,1
Patna,2970.6,2314.4,4.03,81.8,25.8,7.6,5985.6,1
Guwahati,2091.3,1152.2,7.84,53.4,26.8,2.6,3904.5,0
Lucknow,1555.2,1307.7,5.01,68.5,32.7,7.2,3398.5,1
Kurnool,3420.3,2601.6,2.49,65.4,31.8,7.9,6384.6,1
Patna,1522.1,723.7,6.31,58.3,27.3,0.8,1809.6,0
Chennai,1428.8,926.3,7.34,70.0,31.4,1.0,1765.7,0
Bhubaneswar,646.3,514.1,6.65,77.7,30.3,0.0,1315.4,0
Chennai,2707.5,1597.1,5.12,68.0,28.9,7.8,5084.7,1
Varanasi,2429.4,1510.3,4.86,61.2,33.6,6.0,4225.2,1
Kolkata,3371.6,2472.4,5.53,74.3,26.4,10.3,6403.2,1
Guwahati,896.8,426.0,7.45,59.3,29.2,3.6,2305.7,0
Kolkata,2747.8,2432.1,2.58,73.0,24.8,8.1,6201.5,1
Bhubaneswar,1845.6,975.4,7.56,58.3,25.0,6.5,3578.5,0
Bhubaneswar,2324.0,1073.7,8.92,62.2,23.6,2.6,3178.1,0
Kurnool,728.9,329.8,8.63,60.4,25.1,0.0,1610.7,0
Bhubaneswar,2754.3,1734.6,5.53,69.7,29.3,7.0,4586.3,1
Lucknow,2311.2,1959.7,6.48,67.5,27.8,7.4,5633.1,1
Chennai,1774.7,1453.3,7.18,64.1,27.9,5.6,3597.3,1
Kurnool,2219.3,1909.6,5.64,69.8,27.8,8.9,5276.7,1
Chennai,1302.4,898.9,6.82,57.1,36.1,3.5,3273.2,0
Kolkata,1423.4,927.9,7.9,59.2,24.5,4.0,2887.3,0
Lucknow,1498.8,934.7,5.89,67.3,24.0,6.1,3042.8,0
Guwahati,595.7,280.5,8.18,56.2,25.6,1.5,2406.3,0
Kolkata,2360.1,2028.0,6.48,62.8,28.7,8.3,6018.3,1
Kolkata,2574.5,1733.4,7.01,76.9,31.1,3.4,4390.1,1
Guwahati,1344.1,880.1,7.99,65.5,31.5,10.6,3271.3,0
Varanasi,2026.3,1381.6,4.25,59.2,32.8,1.8,2691.8,1
Surat,1627.4,1313.9,5.2,64.7,28.6,3.7,3890.3,1
Chennai,2013.4,1109.4,6.24,60.3,27.4,2.9,3648.9,1
Surat,1392.1,1071.1,6.89,68.8,35.5,8.1,3858.0,1
Lucknow,1225.8,943.7,5.99,61.3,17.9,2.2,2080.5,0
Kolkata,2483.8,2067.3,4.55,73.3,29.3,8.4,5590.2,1
Lucknow,1758.5,798.2,9.64,61.1,30.7,1.8,2254.0,0
Kolkata,3114.4,1640.3,6.23,61.0,36.5,3.9,4280.7,1
Kolkata,1830.1,1211.5,7.0,74.4,22.4,5.5,4421.6,1
Kurnool,1198.0,997.7,6.12,68.0,27.3,2.2,3172.8,0
Patna,2597.5,2297.0,2.5,71.3,23.6,8.7,6213.5,1
Lucknow,2210.0,1586.1,4.56,70.5,21.8,7.0,4476.9,1
Chennai,2272.5,1239.5,4.85,72.1,28.2,8.3,4193.5,1
Kurnool,2573.9,1372.0,6.48,67.8,32.3,2.4,3274.1,0
Kurnool,1375.7,1014.9,7.62,73.5,33.8,3.4,3253.4,0
Chennai,1717.3,935.1,6.32,81.0,26.9,3.2,2785.7,0
Bhubaneswar,1688.6,1180.1,6.99,64.9,31.7,4.3,3108.6,1
Guwahati,961.0,793.5,9.32,58.7,28.2,8.0,3515.8,0
Guwahati,1628.7,1018.6,9.35,58.3,31.2,3.3,2142.1,0
Guwahati,2668.6,1655.4,6.6,56.7,33.6,1.0,3676.7,1
Chennai,1954.3,911.2,7.24,70.7,28.2,2.9,3034.1,0
Kurnool,925.1,522.0,9.13,57.6,33.3,1.7,2428.1,0
Chennai,788.7,602.7,9.62,65.7,24.1,1.7,2277.8,0
Surat,2882.1,1764.4,3.3,77.4,31.6,5.0,4301.7,1
Surat,1741.3,907.6,9.07,56.7,33.1,0.6,2490.9,0
Bhubaneswar,1379.2,686.3,7.35,55.6,32.7,6.8,2968.5,0
Chennai,1621.9,799.2,7.1,72.7,24.3,3.5,3286.7,0
Lucknow,839.7,627.0,7.69,60.3,28.2,1.9,2523.2,0
Lucknow,2725.0,1977.5,5.37,69.0,30.2,11.4,6101.1,1
Kolkata,1544.5,1055.4,5.89,58.3,30.8,2.1,2976.3,0
Lucknow,2688.8,1815.3,5.08,70.6,29.5,7.8,4573.1,1
Chennai,1833.6,951.5,7.92,72.7,34.7,0.9,2064.1,0
Surat,2729.2,1842.9,5.57,75.8,23.8,8.2,4978.3,1
Patna,1966.9,938.1,7.79,64.6,28.0,1.1,2904.0,0
Chennai,2354.6,2040.6,4.52,83.0,22.2,8.3,5272.4,1
Guwahati,2267.4,1079.5,7.82,73.2,31.5,7.8,3910.2,0
Kolkata,2205.1,1412.6,7.46,69.8,31.2,5.3,3661.4,1
Varanasi,2026.2,912.3,8.53,79.9,42.0,0.0,2186.0,0
Guwahati,1648.6,1325.1,6.97,65.5,33.1,4.9,4333.2,0
Lucknow,3045.0,1598.0,6.91,76.1,30.3,6.8,4793.2,1
